ID;Authors;Title;Year;Source Title;Source Title Abbreviation;Page Start;Page End;Cited by;Abstract;Author Keyword;Index Keyword;Language;Document Type;Type of Study;Research Type of Primary Studies;Research Type of Secondary Study;SWEBOK;Contributions;Challenges;Contributions Category;Challenges Category
SCP0071;Cartiere C.R.;Formal quantum software engineering introducing the formal methods of software engineering to quantum computing;2021;International Workshop on Quantum Software Engineering and Technology;QSET;60;65;0;"Quantum computing (QC) represents the future of computing systems, but the tools for reasoning about the quantum model of computation, in which the laws obeyed are those on the quantum mechanical scale, are still a mix of linear algebra and Dirac notation; two subjects more suitable for physicists, rather than computer scientists and software engineers. On this ground, we believe it is possible to provide a more intuitive approach to thinking and writing about quantum computing systems, in order to simplify the design of quantum algorithms and the development of quantum software. In this paper, we move the first step in such direction, introducing a specification language as the tool to represent the operations of a quantum computer via axiomatic definitions, by adopting the same symbolisms and reasoning principles used by formal methods in software engineering. We name this approach formal quantum software engineering (F-QSE). This work assumes familiarity with the basic principles of quantum mechanics (QM), with the use of Zed (Z) which is a formal language of software engineering (SE), and with the notation and techniques of first-order logic (FOL) and functional programming (FP). © 2021 Copyright for this paper by its authors.";"Formal methods; Functional programming; Quantum computing; Quantum software engineering; Zed";"Computer circuits; Computer software; Formal methods; Functional programming; Linear algebra; Quantum theory; Specification languages; Computer scientists; Computing system; Quanta computers; Quantum algorithms; Quantum Computing; Quantum computing systems; Quantum mechanical; Quantum model of computation; Quantum software engineering; Zed; Quantum computers";English;Conference Paper;Primary Study;Proposal of solution;0;Software Engineering Models and Methods;O estudo propõe uma linguagem de especificação formal para computação quântica, permitindo a modelagem de operações e algoritmos quânticos por meio de axiomatizações inspiradas na Engenharia de Software Clássica, e exemplifica sua aplicação na implementação do Algoritmo de Deutsch.;A falta de ferramentas formais para a especificação e verificação de software quântico, a necessidade de tradução eficiente entre modelagem formal e implementação prática, e a dificuldade de introduzir formalismos compreensíveis para desenvolvedores não familiarizados com mecânica quântica.;Modeling language adaptation;Quality assurance
SCP0072;"Gemeinhardt F.; Klikovits S.; Wimmer M.";GeQuPI: Quantum Program Improvement with Multi-Objective Genetic Programming;2025;Journal of Systems and Software;JSS;0;0;0;Processing quantum information poses novel challenges regarding the debugging of faulty quantum programs. Notably, the lack of accessible information on intermediate states during quantum processing, renders traditional debugging techniques infeasible. Moreover, even correct quantum programs might not be processable, as current quantum computers are limited in computation capacity. Thus, quantum program developers have to consider trade-offs between accuracy (i.e., probabilistically correct functionality) and computational cost of the proposed solutions. Manually finding sufficiently accurate and efficient solutions is a challenging task, even for quantum computing experts. To tackle these challenges, we propose a quantum program improvement framework for an automated generation of accurate and efficient solutions, coined Genetic Quantum Program Improver (GeQuPI). In particular, we focus on the tasks of debugging and optimization of quantum programs. Our framework uses techniques from quantum information theory and applies multi-objective genetic programming, which can be further hybridized with quantum-aware optimizers. To demonstrate the benefits of GeQuPI, it is applied to 47 quantum programs reused from literature and openly published libraries. The results show that our approach is capable of correcting faulty programs and optimize inefficient ones for the majority of the studied cases, showing average optimizations of 35% with respect to computational cost. © 2024 The Authors;"Evolutionary algorithms; Quantum circuit optimization; Quantum computing; Quantum software engineering";"Computer debugging; Genetic programming; Program debugging; Quantum efficiency; Quantum electronics; Quantum optics; Accessible information; Circuit optimization; Computational costs; Multi objective; Optimisations; Quantum circuit; Quantum circuit optimization; Quantum Computing; Quantum Information; Quantum software engineering; Quantum computers";English;Article;Primary Study;Evaluation research;0;Software Construction;O trabalho introduz o GeQuPI, um framework que utiliza programação genética multiobjetivo para otimizar programas quânticos em termos de qualidade da solução e simplicidade estrutural, demonstrando melhorias em benchmarks em comparação com métodos tradicionais.;Um dos principais desafios abordados é como realizar melhorias em programas quânticos sem comprometer sua funcionalidade, dada a complexidade da computação quântica e as limitações dos simuladores atuais.;"Conceptual framework; Process model";System complexity
SCP0073;Hevia Oliver J.L.;Requirements for quantum software platforms;2020;International Workshop on Quantum Software Engineering and Technology;QSET;20;26;1;In present days, we are attending the raise and fast evolution of the quantum machines. Without even being as powerful as they can be, we can experiment their first steps and enjoying with our “knowledge from scratch” training creating, designing, testing and executing quantum algorithms from a software engineer perspective. But, how this new context can affect our vision and experience from a classical perspective? As IT industry experts, how those new quantum technologies can alter the life cycle of our projects, designs, tests, validations, deployments…? And of course, what is the impact of those new quantum technologies when creating new software architectures…? In this paper, our goal will be to identify the challenges that must be faced when designing new software architectures in this new context: the raise of quantum software technology. © 2020 Copyright for this paper by its authors.;"Multidisciplinary teams; Quantum API; Quantum computing; Quantum SDK; Quantum software engineering; Quantum software platforms";"Life cycle; Personnel training; Quantum computers; Quantum theory; IT industry; Quantum algorithms; Quantum machines; Quantum technologies; Software platforms; Software technology; Software testing";English;Conference Paper;Primary Study;Opinion papers;0;Software Requirements;O estudo identifica cinco grandes desafios para plataformas de software quântico, propõe diretrizes para arquiteturas híbridas com encapsulamento de serviços quânticos, e defende a formação de equipes multidisciplinares, criação de cursos e o desenvolvimento de plataformas que abstraiam as complexidades da computação quântica.;A rapidez na evolução das plataformas quânticas, a diversidade de provedores e stacks de software incompatíveis, a dificuldade de encontrar casos de uso reais adequados, e a necessidade de reformular princípios clássicos da engenharia de software para se adequar à realidade híbrida da computação quântica.;"Tool support; Education and training; Research agenda";Other technical limitation
SCP0074;Spoletini P.;Towards Quantum Requirements Engineering;2023;International Requirements Engineering Conference Workshops  ;Proc. - IEEE Int. Requir. Eng. Conf. Workshops, REW;371;374;2;Quantum computing is rapidly transitioning from a scientific curiosity to an industrial reality, offering the potential to overcome classical computation limitations. This shift has given rise to the field of quantum software engineering (QSE), focused on developing novel approaches for engineering large-scale quantum applications. Traditional software engineering methods fall short in addressing the unique characteristics of quantum computing, necessitating innovative QSE methodologies and tools. While progress has been made in testing and debugging quantum programs, very little work has been done on analyzing if and how existing requirements engineering techniques can address the challenges that designing quantum software raises. This paper discusses some of the challenges for requirements engineers while eliciting requirements for quantum software, modeling the collected requirements, and analyzing them, and introduces some initial solutions for eliciting, modeling, and analyzing quantum requirements.  © 2023 IEEE.;"Model Checking; Quantum Computing; Quantum Finite State Machines; Requirements Elicitation; Requirements Modeling";"Application programs; Model checking; Program debugging; Software testing; Finite states machine; Large-scales; Models checking; Quantum applications; Quantum Computing; Quantum finite state machine; Requirement engineering; Requirements elicitation; Requirements modeling; Software engineering methods; Requirements engineering";English;Conference Paper;Primary Study;Proposal of solution;0;Software Requirements;O estudo propõe dividir os requisitos de software quântico em duas categorias — requisitos do domínio e requisitos quânticos — e sugere abordagens como checklists, modelos baseados em máquinas de estados finitos quânticas (QFSMs) e uso de model checking estatístico para análise formal desses requisitos.;A ausência de técnicas consolidadas para elicitação e modelagem de requisitos em software quântico, a necessidade de conhecimentos especializados em mecânica quântica por parte dos analistas, e a falta de modelos e ferramentas adequadas para verificação formal de requisitos probabilísticos e não determinísticos.;Requirements engineering;"Modeling difficulty; Quality assurance"
SCP0076;"Piattini M.; Serrano M.; Perez-Castillo R.; Petersen G.; Hevia J.L.";Toward a Quantum Software Engineering;2021;IT Professional;IT Prof;62;66;73;"Nowadays, we are at the dawn of a new age, the quantum era. Quantum computing is no longer a dream; it is a reality that needs to be adopted. But this new technology is taking its first steps, so we still do not have models, standards, or methods to help us in the creation of new systems and the migration of current ones. Given the current state of quantum computing, we need to go back to the path software engineering took in the last century to achieve the new golden age for quantum software engineering. © 1999-2012 IEEE.";;"Quantum computers; Software engineering; New age; Quantum Computing; Quantum theory";English;Article;Primary Study;Opinion papers;0;The Software Engineering in General;O artigo apresenta uma reflexão abrangente sobre a necessidade de criar métodos, ferramentas, linguagens e processos específicos para a engenharia de software quântico, mapeando as áreas do SWEBOK que serão mais impactadas e propondo linhas de atuação como teste, qualidade, manutenção, design de sistemas híbridos e reengenharia para migração de aplicações clássicas para o paradigma quântico.;O estudo destaca a carência de metodologias, métricas e ferramentas adaptadas ao paradigma quântico, os obstáculos na testabilidade e depuração de algoritmos probabilísticos, e a dificuldade na formação de profissionais e na integração de sistemas híbridos, alertando para a necessidade de agir desde já para evitar repetir erros do passado na evolução da engenharia de software.;"Process model; Tool support";"Integration challenges; Modeling difficulty; Skill gap"
SCP0077;"Serrano M.A.; Cruz-Lemus J.A.; Perez-Castillo R.; Piattini M.";Quantum Software Components and Platforms: Overview and Quality Assessment;2023;Computing Surveys;ACM Comput Surv;0;0;36;Quantum computing is the latest revolution in computing and will probably come to be seen as an advance as important as the steam engine or the information society. In the last few decades, our understanding of quantum computers has expanded and multiple efforts have been made to create languages, libraries, tools, and environments to facilitate their programming. Nonetheless, quantum computers are complex systems at the bottom of a stack of layers that programmers need to understand. Hence, efforts towards creating quantum programming languages and computing environments that can abstract low-level technology details have become crucial steps to achieve a useful quantum computing technology. However, most of these environments still lack many of the features that would be desirable, such as those outlined in The Talavera Manifesto for Quantum Software Engineering and Programming. For advancing quantum computing, we will need to develop quantum software engineering techniques and tools to ensure the feasibility of this new type of quantum software. To contribute to this goal, this paper provides a review of the main quantum software components and platformss. We also propose a set of quality requirements for the development of quantum software platforms and the conduct of their quality assessment.  © 2022 Association for Computing Machinery.;"Quantum computing; quantum platforms; quantum software; Quantum Software Engineering";"Qubits; Steam engines; Information society; Quality assessment; Quanta computers; Quantum Computing; Quantum platform; Quantum programming languages; Quantum software; Quantum software engineering; Software platforms; Software-component; Computer software";English;Article;Secondary Study;0;Survey;Software Architecture;O artigo fornece um mapeamento sistemático das linguagens, simuladores, otimizadores e plataformas de desenvolvimento em computação quântica, acompanhado por uma proposta de modelo de qualidade para avaliação de plataformas de software quântico, baseado em critérios funcionais e não funcionais, com base na norma ISO/IEC 25010 e no Talavera Manifesto.;O estudo destaca desafios como a falta de padronização nas linguagens e plataformas, ausência de recursos de governança e gestão de projetos, limitação na interoperabilidade entre tecnologias quânticas e clássicas, e a necessidade urgente de ambientes de desenvolvimento integrados que suportem práticas maduras de engenharia de software quântico.;Tool support;Lack of standardization
SCP0081;"Nagarajan S.; Malarvel M.; Thangakumar J.";A Framework for Quantum based Software Development Process;2024;International Conference on Advances in Data Engineering and Intelligent Computing Systems;Int. Conf. Adv. Data Eng. Intell. Comput. Syst., ADICS;0;0;0;Quantum software is essential for fully harnessing the capabilities of quantum computing systems. Consequently, it has been garnering growing interest in recent times. This document provides a precise definition of the concept of 'quantum software engineering' and presents a comprehensive framework for the life cycle of quantum software. Given the interdisciplinary nature of quantum computing, it is essential to establish a shared understanding of the process for developing and implementing a quantum software application. At present, there isn't a complete methodology or lifecycle that covers every significant stage that could come up along the process of development and execution. That's why we provide the quantum software lifecycle in this document. With this paradigm, practitioners, developers, and scholars have a clear path forward for quantum computing. The provision of a methodical development roadmap for quantum- principles-based software encourages creativity in this quickly expanding subject.  © 2024 IEEE.;"Classical computing; Error correction; Machine learning; Optimization; Quantum computing";"Application programs; Life cycle; Machine learning; Quantum computers; Quantum optics; Software design; Classical computing; Errors correction; Machine-learning; Optimisations; Precise definition; Quantum Computing; Quantum computing systems; Shared understanding; Software applications; Software development process; Error correction";English;Conference Paper;Primary Study;Proposal of solution;0;Software Engineering Process;O estudo apresenta um ciclo de vida completo para desenvolvimento de software quântico, incluindo diretrizes para testes, depuração, simulação, correção de erros e integração com inteligência artificial, além de propor um projeto open source (QCAI) para acelerar o desenvolvimento.;A ausência de métodos sistemáticos para teste e depuração de programas quânticos, a dificuldade de visualizar e validar estados em superposição, e a necessidade de um ciclo de vida adaptado à realidade da computação quântica e às limitações da era NISQ.;Research agenda;Quality assurance
SCP0082;"Stefano M.D.; Nucci D.D.; Palomba F.; Lucia A.D.";An empirical study into the effects of transpilation on quantum circuit smells;2024;Empirical Software Engineering;Empir Software Eng;0;0;0;Quantum computing is a promising field that can solve complex problems beyond traditional computers’ capabilities. Developing high-quality quantum software applications, called quantum software engineering, has recently gained attention. However, quantum software development faces challenges related to code quality. A recent study found that many open-source quantum programs are affected by quantum-specific code smells, with long circuit being the most common. While the study provided relevant insights into the prevalence of code smells in quantum circuits, it did not explore the potential effect of transpilation, a necessary step for executing quantum computer programs, on the emergence of code smells. Indeed, transpilation might alter those characteristics employed to detect the presence of a smell on a circuit. To address this limitation, we present a new study investigating the impact of transpilation on quantum-specific code smells and how different target gate sets affect the results. We conducted experiments on 17 open-source quantum programs alongside a set of 100 synthetic circuits. We found that transpilation can significantly alter the metrics that are used to detect code smells, even into previously smell-free circuits, with the long circuit smell being the most susceptible to transpilation. Furthermore, the choice of the gate set significantly influences the presence and severity of code smells in transpiled circuits, highlighting the need for careful gate set selection to mitigate their impact. These findings have implications for circuit optimization and high-quality quantum software development. Further research is needed to understand the consequences of code smells and their potential impact on quantum computations, considering the characteristics and constraints of different gate sets and hardware platforms. © The Author(s) 2024.;"Code smells; Empirical software engineering; Quantum computing; Quantum software engineering Quantum software quality";"Computer circuits; Computer software selection and evaluation; Electric network analysis; Odors; Open source software; Open systems; Quantum computers; Quantum optics; Software design; Timing circuits; Code smell; Empirical Software Engineering; Empirical studies; Gate sets; High quality; Open-source; Quantum circuit; Quantum Computing; Quantum software engineering quantum software quality; Software Quality; Application programs";English;Article;Primary Study;Evaluation research;0;Software Quality;O estudo demonstra que o processo de transpiração pode introduzir ou intensificar “code smells” quânticos — especialmente os do tipo Long Circuit (LC) e Idle Qubits (IdQ) — mesmo em circuitos que inicialmente estavam livres de tais problemas. Além disso, revela que diferentes conjuntos de portas (gate sets) influenciam significativamente a presença e intensidade dos smells, trazendo implicações práticas para a engenharia de software quântico e destacando a necessidade de ferramentas e métricas que considerem os efeitos da transpiração.;Os principais desafios incluem a ausência de controle por parte dos desenvolvedores sobre os efeitos da transpiração, a sensibilidade de certos smells à escolha do conjunto de portas, e a necessidade de reavaliar as definições e métricas utilizadas para detectar smells em função das características do hardware e da plataforma de execução. O estudo também destaca a dificuldade em obter datasets reais e representativos, além da urgência em refinar a conceituação dos smells quânticos para diferentes contextos técnicos.;"Process model; Tool support";Hardware limitations
SCP0084;"Greiwe F.; Kruger T.; Mauerer W.";Effects of Imperfections on Quantum Algorithms: A Software Engineering Perspective;2023;International Conference on Quantum Software;QSW;31;42;11;Quantum computers promise considerable speedups over classical approaches, which has raised interest from many disciplines. Since any currently available implementations suffer from noise and imperfections, achieving concrete speedups for meaningful problem sizes remains a major challenge. Yet, imperfections and noise may remain present in quantum computing for a long while. Such limitations play no role in classical software computing, and software engineers are typically not well accustomed to considering such imperfections, albeit they substantially influence core properties of software and systems.In this paper, we show how to model imperfections with an approach tailored to (quantum) software engineers. We intuitively illustrate, using numerical simulations, how imperfections influence core properties of quantum algorithms on NISQ systems, and show possible options for tailoring future NISQ machines to improve system performance in a co-design approach.Our results are obtained from a software framework that we provide in form of an easy-to-use reproduction package. It does not require computer scientists to acquire deep physical knowledge on noise, yet provide tangible and intuitively accessible means of interpreting the influence of noise on common software quality and performance indicators. © 2023 IEEE.;"HW-SW co-design; NISQ systems; noisy quantum computing; quantum software engineering";"Cell proliferation; Computer programming; Quantum computers; Quantum theory; Co-designs; Engineering perspective; HW-SW co-design; NISQ system; Noisy quantum computing; Property; Quanta computers; Quantum algorithms; Quantum Computing; Quantum software engineering; Computer software selection and evaluation";English;Conference Paper;Primary Study;Evaluation research;0;Software Quality;O artigo fornece uma estrutura clara e acessível para que engenheiros de software possam modelar e compreender os impactos de ruído e imperfeições em algoritmos quânticos, com base em simulações de Grover, QFT e circuitos variacionais, além de apresentar um pacote de reprodução baseado no Qiskit que permite a experimentação sem necessidade de conhecimento profundo em física quântica.;Os principais desafios destacados incluem a necessidade de considerar imperfeições físicas específicas do hardware para avaliar corretamente o desempenho de algoritmos, a ausência de abstrações adequadas para lidar com ruídos em contextos de engenharia de software, a dificuldade de testabilidade em ambientes com incertezas múltiplas e a urgência de co-design entre hardware e software para alcançar vantagens práticas com máquinas NISQ.;Tool support;Hardware limitations
SCP0085;"Hacaloglu T.; Soubra H.; Bourque P.";Exploratory Review of Quantum Computing Software Requirements Specification and their Measurement;2024;International Workshop on Software Measurement and Conference on Software Measurement Product Measurement;IWSM-MENSURA;0;0;0;Quantum software sets itself apart from classical software owing to its powerful computational abilities rooted in entanglement and superposition. Unlike classical software, quantum software diverges notably across various dimensions, including computational models, hardware architectures, algorithms, deployment platforms, and problem domains. Quantum software is also often not standalone and interacts heavily with classical software, stressing the importance of carefully considering hybridization. From a software engineering standpoint, researchers generally agree that a different approach is required for quantum software, and they advocate a Quantum Software Development Life Cycle (SDLC). This exploratory study briefly outlines the specifics of quantum software, overviews the proposed approaches regarding the software requirements of quantum software, and then reviews the current alternatives for measuring the functional size of quantum software. This study indicates that only a few papers in the literature discuss the requirements and functional size measurements of quantum software. Their results are also mostly conceptual and have not yet been empirically validated. Functional size measurement using quantum software remains an open area for further research. © 2024 Copyright for this paper by its authors.;"quantum software; quantum software requirements; Software size measurement";"Computer software selection and evaluation; Quantum electronics; Quantum entanglement; Quantum optics; Requirements engineering; Size determination; Software architecture; Software design; Strain measurement; Velocity measurement; Computing software; Functional Size Measurements; Quantum Computing; Quantum software; Quantum software requirement; Size measurements; Software requirements; Software requirements specifications; Software size; Software size measurement; Quantum computers";English;Conference Paper;Secondary Study;0;Exploratory Review;Software Requirements;O estudo identifica a necessidade de um ciclo de vida específico para o desenvolvimento de software quântico (SDLC) e revisa abordagens para especificação de requisitos e medição do tamanho funcional, fornecendo um panorama sobre o estado da arte na área.;A falta de validação empírica das metodologias existentes e a necessidade de desenvolver técnicas específicas para requisitos e medição de software quântico representam os principais desafios para a Engenharia de Software Quântico (QSE).;Requirements engineering;"Modeling difficulty; Quality assurance"
SCP0086;"Nguyen H.T.; Usman M.; Buyya R.";QFaaS: A Serverless Function-as-a-Service framework for Quantum computing;2024;Future Generation Computer Systems;Future Gener Comput Syst;281;300;9;Quantum computing is rapidly reaching a point in which its application design and engineering aspects must be seriously considered. However, quantum software engineering is still in its infancy, with numerous challenges, especially in dealing with the diversity of quantum programming languages and noisy intermediate-scale quantum (NISQ) systems. To alleviate these challenges, we propose QFaaS, a holistic Quantum Function-as-a-Service framework, which leverages the advantages of the serverless model, DevOps lifecycle, and the state-of-the-art software techniques to advance practical quantum computing for next-generation application development in the NISQ era. Our framework provides essential elements of a serverless quantum system to streamline service-oriented quantum application development in cloud environments, such as combining hybrid quantum–classical computation, automating the backend selection, cold start mitigation, and adapting DevOps techniques. QFaaS offers a full-stack and unified quantum serverless platform by integrating multiple well-known quantum software development kits (Qiskit, Q#, Cirq, and Braket), quantum simulators, and cloud providers (IBM Quantum and Amazon Braket). This paper proposes the concept of quantum function-as-a-service, system design, operation workflows, implementation of QFaaS, and lessons learned on the benefits and limitations of quantum serverless computing. We also present practical use cases with various quantum applications on today's quantum computers and simulators to demonstrate our framework capability to facilitate the ongoing quantum software transition. © 2024 The Author(s);"Hybrid quantum-classical computing; Quantum cloud computing; Quantum DevOps; Quantum function-as-a-service; Quantum serverless; Quantum software engineering";"Application programs; Computer software reusability; Quantum computers; Quantum optics; Software design; Classical computing; Cloud-computing; Hybrid quantum-classical computing; Quantum cloud computing; Quantum devops; Quantum function-as-a-service; Quantum functions; Quantum serverless; Quantum software engineering; Quantum-classical; Life cycle";English;Article;Primary Study;Evaluation research;0;Software Architecture;O trabalho apresenta o QFaaS, uma arquitetura serverless para execução de funções quânticas com suporte a múltiplos SDKs e provedores, oferecendo escalabilidade, integração DevOps, seleção automática de backends quânticos e mitigação do cold start, além de validações empíricas com algoritmos como Grover, Deutsch-Jozsa e Shor.;A imaturidade do hardware NISQ, os altos custos e instabilidade na execução de algoritmos quânticos reais, a impossibilidade de escalar recursos quânticos como no modelo clássico, e a necessidade de padronizar orquestração, corte de circuitos e modelos híbridos para adoção prática do paradigma serverless em computação quântica.;Reference architecture;"Tool immaturity; Modeling difficulty; Hardware limitations"
SCP0087;"Khan A.A.; Ahmad A.; Waseem M.; Liang P.; Fahmideh M.; Mikkonen T.; Abrahamsson P.";Software architecture for quantum computing systems — A systematic review;2023;Journal of Systems and Software;JSS;0;0;39;"Quantum computing systems rely on the principles of quantum mechanics to perform a multitude of computationally challenging tasks more efficiently than their classical counterparts. The architecture of software-intensive systems can empower architects who can leverage architecture-centric processes, practices, description languages to model, develop, and evolve quantum computing software (quantum software for short) at higher abstraction levels. We conducted a Systematic Literature Review (SLR) to investigate (i) architectural process, (ii) modelling notations, (iii) architecture design patterns, (iv) tool support, and (iv) challenging factors for quantum software architecture. Results of the SLR indicate that quantum software represents a new genre of software-intensive systems; however, existing processes and notations can be tailored to derive the architecting activities and develop modelling languages for quantum software. Quantum bits (Qubits) mapped to Quantum gates (Qugates) can be represented as architectural components and connectors that implement quantum software. Tool-chains can incorporate reusable knowledge and human roles (e.g., quantum domain engineers, quantum code developers) to automate and customise the architectural process. Results of this SLR can facilitate researchers and practitioners to develop new hypotheses to be tested, derive reference architectures, and leverage architecture-centric principles and practices to engineer emerging and next generations of quantum software. © 2023 The Authors";"Quantum computing; Quantum software architecture; Quantum software engineering; Systematic literature review";"Quantum optics; Qubits; Software architecture; Software testing; Architectural process; Architecture-centric; Classical counterpart; Quantum Computing; Quantum computing systems; Quantum software architecture; Quantum software engineering; Software intensive systems; Systematic literature review; Systematic Review; Modeling languages";English;Article;Secondary Study;0;Systematic Review;Software Architecture;O artigo contribui ao apresentar um modelo arquitetural genérico para sistemas de computação quântica que inclui camadas de aplicação, middleware e abstração de hardware. A proposta oferece uma visão modular que facilita a adaptação de aplicações a diferentes tecnologias quânticas, promove interoperabilidade entre ferramentas e plataformas, e apoia o desenvolvimento de software robusto e reutilizável. Também discute aspectos críticos como gerenciamento de recursos, confiabilidade e evolução de sistemas híbridos.;Entre os principais desafios estão a diversidade e rápida evolução do hardware quântico, a necessidade de abstrações que ocultem a complexidade física sem comprometer o controle e desempenho, e a dificuldade de desenvolver software portátil e escalável diante da ausência de padrões consolidados. A integração entre software clássico e quântico também impõe restrições arquiteturais e exige novas estratégias de orquestração, execução e comunicação entre subsistemas heterogêneos.;"Tool support; Reference architecture";"Integration challenges; Hardware limitations"
SCP0088;"Akbar M.A.; Khan A.A.; Rafi S.";A systematic decision-making framework for tackling quantum software engineering challenges;2023;Automated Software Engineering;ASE Journal;0;0;10;Quantum computing systems harness the power of quantum mechanics to execute computationally demanding tasks more effectively than their classical counterparts. This has led to the emergence of Quantum Software Engineering (QSE), which focuses on unlocking the full potential of quantum computing systems. As QSE gains prominence, it seeks to address the evolving challenges of quantum software development by offering comprehensive concepts, principles, and guidelines. This paper aims to identify, prioritize, and develop a systematic decision-making framework of the challenging factors associated with QSE process execution. We conducted a literature survey to identify the challenging factors associated with QSE process and mapped them into 7 core categories. Additionally, we used a questionnaire survey to collect insights from practitioners regarding these challenges. To examine the relationships between core categories of challenging factors, we applied Interpretive Structure Modeling (ISM). Lastly, we applied fuzzy TOPSIS to rank the identified challenging factors concerning to their criticality for QSE process. We have identified 22 challenging factors of QSE process and mapped them to 7 core categories. The ISM results indicate that the ‘resources’ category has the most decisive influence on the other six core categories of the identified challenging factors. Moreover, the fuzzy TOPSIS indicates that ‘complex programming’, ‘limited software libraries’, ‘maintenance complexity’, ‘lack of training and workshops’, and ‘data encoding issues’ are the highest priority challenging factor for QSE process execution. Organizations using QSE could consider the identified challenging factors and their prioritization to improve their QSE process. © 2023, The Author(s).;"Challenging factors; Prioritization; Quantum computing; Quantum software engineering (QSE)";"Quantum computers; Quantum theory; Software design; Challenging factor; Decision-making frameworks; fuzzy-TOPSIS; Prioritization; Process execution; Quantum Computing; Quantum computing systems; Quantum software engineering; Software engineering process; Structure models; Decision making";English;Article;Primary Study;Evaluation research;0;Software Design;O trabalho fornece um processo estruturado para avaliação de plataformas de software quântico, levando em conta critérios como suporte a linguagens, documentação, curva de aprendizado, desempenho e integração com ferramentas de desenvolvimento. Aplica o framework a plataformas como Qiskit, Cirq, Braket e Ocean.;Os principais desafios incluem a rápida evolução das plataformas, a falta de padronização entre elas, e a dificuldade de mensurar atributos qualitativos de forma objetiva, como usabilidade e suporte à comunidade.;"Conceptual framework; Process model; Tool support";"Lack of standardization; Lack of community consolidation"
SCP0089;"Zhang L.; Radnejad M.; Miranskyy A.";Identifying Flakiness in Quantum Programs;2023;International Symposium on Empirical Software Engineering and Measurement;Int. Symp. Empir. Softw. Eng. Meas.;0;0;3;In recent years, software engineers have explored ways to assist quantum software programmers. Our goal in this paper is to continue this exploration and see if quantum software programmers deal with some problems plaguing classical programs. Specifically, we examine whether intermittently failing tests, i.e., flaky tests, affect quantum software development. To explore flakiness, we conduct a preliminary analysis of 14 quantum software repositories. Then, we identify flaky tests and categorize their causes and methods of fixing them. We find flaky tests in 12 out of 14 quantum software repositories. In these 12 repositories, the lower boundary of the percentage of issues related to flaky tests ranges between 0.26% and 1.85% per repository. We identify 46 distinct flaky test reports with 8 groups of causes and 7 common solutions. Further, we notice that quantum programmers are not using some of the recent flaky test countermeasures developed by software engineers. This work may interest practitioners, as it provides useful insight into the resolution of flaky tests in quantum programs. Researchers may also find the paper helpful as it offers quantitative data on flaky tests in quantum software and points to new research opportunities.  © 2023 IEEE.;"flaky tests; quantum software engineering; software testing";"Software design; Flaky test; Lower boundary; Preliminary analysis; Quantitative data; Quantum software engineering; Research opportunities; Software repositories; Software testings; Test range; Test reports; Software testing";English;Conference Paper;Primary Study;Evaluation research;0;Software Quality;O estudo identificou 46 flaky tests em 12 repositórios quânticos populares, categorizou 8 causas principais e 7 padrões de correção, e demonstrou que muitas estratégias desenvolvidas para software clássico ainda não são utilizadas por desenvolvedores de software quântico, sugerindo caminhos para melhoria da qualidade de testes.;O estudo identificou 46 flaky tests em 12 repositórios quânticos populares, categorizou 8 causas principais e 7 padrões de correção, e demonstrou que muitas estratégias desenvolvidas para software clássico ainda não são utilizadas por desenvolvedores de software quântico, sugerindo caminhos para melhoria da qualidade de testes.;Empirical study;Quality assurance
SCP0091;"Ali S.; Yue T.";Quantum Software Testing: A Brief Introduction;2023;International Conference on Software Engineering;ICSE;332;333;5;Quantum software testing concentrates on testing quantum programs to discover quantum faults in the programs cost-effectively. Given the foundations in quantum mechanics, the way quantum computations are performed is significantly different than classical computing. Therefore, quantum software testing also differs from classical software testing. There has been quite an interest in building quantum software testing techniques since 2019 in the software engineering (SE) community. Thus, we aim to introduce quantum software testing to the SE community. In particular, we will present the basic foundations of quantum computing and quantum programming as circuits, followed by the current state of the art on quantum software testing. Next, we will present some basic quantum software testing techniques and finally give the research directions that deserve attention from the SE community. © 2023 IEEE.;"quantum circuits; quantum programs; quantum software testing";"Quantum computers; Quantum optics; Timing circuits; Classical computing; Engineering community; In-buildings; Quantum circuit; Quantum Computing; Quantum program; Quantum programming; Quantum software testing; Software testing techniques; Software testings; Software testing";English;Conference Paper;Primary Study;Opinion papers;0;Software Testing;O estudo fornece uma síntese do estado da arte em testes de software quântico, abordando estratégias como teste baseado em propriedades, fuzz testing, mutation testing, testes metamórficos, e critérios de cobertura, além de destacar as limitações atuais e oportunidades de pesquisa para avançar no campo.;A dificuldade em testar programas com saídas probabilísticas, a ausência de oráculos de teste, o ruído no hardware quântico, e a necessidade de novas metodologias para lidar com a complexidade e os efeitos colaterais do colapso da superposição no momento da medição.;Code generation support;"Modeling difficulty; Quality assurance; Hardware limitations"
